Marital_status,Course,Course_Name,Daytime_evening_attendance        ,Previous_qualification,Nationality,Mother_qualification,Father_qualification,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Unemployment_rate,Inflation_rate,Target 
1,9500,Nursing,1,1,1,19,19,1,1,1,19,10.8,1.4,Graduate
1,9254,Tourism,1,1,1,37,37,1,1,0,19,7.6,2.6,Dropout
1,9670,Advertising and Marketing Management,1,1,1,3,3,1,1,0,19,12.4,0.5,Graduate
1,9003,Agronomy,1,1,1,37,37,1,1,0,23,15.5,2.8,Dropout
2,9773,Journalism and Communication,1,1,1,37,38,1,1,0,47,12.7,3.7,Dropout
1,9070,Communication Design,1,1,1,1,1,1,1,0,19,16.2,0.3,Graduate
1,171,Animation and Multimedia Design,1,1,1,1,38,1,1,0,19,11.1,0.6,Graduate
1,171,Animation and Multimedia Design,1,1,1,3,3,1,1,0,18,16.2,0.3,Dropout
1,9147,Management,1,1,1,1,3,1,1,0,28,15.5,2.8,Dropout
1,9254,Tourism,1,6,1,34,34,1,1,0,20,7.6,2.6,Dropout
1,9254,Tourism,1,1,1,19,19,1,1,1,18,15.5,2.8,Enrolled
1,171,Animation and Multimedia Design,1,1,1,19,19,1,1,1,21,12.4,0.5,Graduate
1,9254,Tourism,1,1,1,38,19,1,1,0,19,10.8,1.4,Enrolled
1,9254,Tourism,1,19,1,38,37,0,1,0,24,16.2,0.3,Dropout
1,9130,Equinculture,1,1,1,19,1,1,1,0,24,16.2,0.3,Enrolled
1,9085,Veterinary Nursing,1,12,1,38,19,0,1,0,25,8.9,1.4,Enrolled
1,9254,Tourism,1,1,1,3,1,1,1,0,28,13.9,-0.3,Graduate
2,9991,Management (evening attendance),0,1,1,37,37,1,1,0,37,7.6,2.6,Enrolled
1,9119,Informatics Engineering,1,1,1,1,38,1,1,0,19,13.9,-0.3,Enrolled
1,9500,Nursing,1,1,1,38,37,1,1,1,18,11.1,0.6,Graduate
1,9254,Tourism,1,19,1,37,37,1,1,0,48,7.6,2.6,Dropout
1,9238,Social Service,1,1,1,37,37,1,1,0,21,8.9,1.4,Graduate
1,9500,Nursing,1,1,1,1,1,1,1,1,19,15.5,2.8,Enrolled
1,9500,Nursing,1,1,1,19,1,1,1,1,21,9.4,-0.8,Enrolled
1,9119,Informatics Engineering,1,1,1,37,12,0,1,0,23,13.9,-0.3,Dropout
1,9130,Equinculture,1,1,1,1,1,1,1,0,18,10.8,1.4,Graduate
1,9238,Social Service,1,39,1,1,1,1,1,0,22,13.9,-0.3,Dropout
1,171,Animation and Multimedia Design,1,1,1,19,37,1,1,0,25,12.4,0.5,Dropout
1,9085,Veterinary Nursing,1,40,1,5,3,1,1,0,27,11.1,0.6,Dropout
1,9119,Informatics Engineering,1,12,1,34,34,0,1,0,49,10.8,1.4,Dropout
1,9991,Management (evening attendance),0,1,1,19,37,0,1,0,31,12.7,3.7,Dropout
1,9254,Tourism,1,1,1,37,37,1,1,0,54,16.2,0.3,Dropout
1,33,Biofuel Production Technologies,1,40,1,38,37,0,1,0,25,11.1,0.6,Dropout
1,9003,Agronomy,1,39,1,5,3,1,1,0,20,15.5,2.8,Enrolled
1,9070,Communication Design,1,3,1,4,4,1,1,0,28,12.7,3.7,Dropout
2,8014,Social Service (evening attendance),0,19,1,37,37,1,1,0,41,12.7,3.7,Graduate
1,9670,Advertising and Marketing Management,1,1,1,1,19,1,1,1,19,11.1,0.6,Enrolled
1,9147,Management,1,1,1,1,1,1,1,0,22,15.5,2.8,Dropout
1,9254,Tourism,1,1,1,2,1,1,1,0,34,15.5,2.8,Dropout
1,9003,Agronomy,1,1,1,38,38,0,1,0,28,11.1,0.6,Dropout
1,9853,Basic Education,1,1,1,37,37,1,1,0,42,7.6,2.6,Enrolled
1,9085,Veterinary Nursing,1,1,1,1,19,0,1,0,21,11.1,0.6,Enrolled
1,9003,Agronomy,1,3,1,39,39,1,1,0,50,15.5,2.8,Dropout
1,9147,Management,1,1,1,3,1,1,1,0,19,12.4,0.5,Dropout
1,9500,Nursing,1,1,1,3,4,1,1,0,18,16.2,0.3,Dropout
2,9991,Management (evening attendance),0,1,1,37,37,1,1,0,59,16.2,0.3,Dropout
2,9991,Management (evening attendance),0,3,1,34,34,0,1,0,33,7.6,2.6,Dropout
1,9070,Communication Design,1,1,1,37,38,1,1,1,23,9.4,-0.8,Graduate
2,9991,Management (evening attendance),0,19,1,37,1,1,1,0,44,13.9,-0.3,Dropout
2,8014,Social Service (evening attendance),0,1,1,34,34,1,1,0,37,9.4,-0.8,Dropout
2,171,Animation and Multimedia Design,1,19,1,37,37,1,1,0,36,10.8,1.4,Dropout
1,9991,Management (evening attendance),0,1,1,1,3,0,1,0,22,7.6,2.6,Dropout
2,8014,Social Service (evening attendance),0,19,1,37,37,1,1,0,49,12.4,0.5,Graduate
1,9773,Journalism and Communication,1,1,1,1,42,1,1,0,23,11.1,0.6,Graduate
1,9070,Communication Design,1,1,1,1,1,1,1,0,19,7.6,2.6,Enrolled
2,8014,Social Service (evening attendance),0,1,1,37,37,1,1,0,47,16.2,0.3,Dropout
1,9003,Agronomy,1,1,1,1,2,1,1,0,28,15.5,2.8,Graduate
1,9003,Agronomy,1,39,1,1,38,1,1,0,21,15.5,2.8,Enrolled
1,9254,Tourism,1,1,1,38,1,0,1,0,21,8.9,1.4,Dropout
1,9238,Social Service,1,39,1,2,1,1,1,0,21,13.9,-0.3,Graduate
1,9070,Communication Design,1,1,1,19,38,1,1,0,20,13.9,-0.3,Enrolled
2,9147,Management,1,1,1,37,37,0,1,0,49,10.8,1.4,Dropout
1,9991,Management (evening attendance),0,1,1,19,37,1,1,0,40,15.5,2.8,Graduate
1,9254,Tourism,1,1,1,1,1,1,1,1,22,11.1,0.6,Graduate
1,9119,Informatics Engineering,1,1,1,1,37,1,1,0,19,15.5,2.8,Enrolled
1,9991,Management (evening attendance),0,1,1,3,38,1,1,0,31,13.9,-0.3,Dropout
1,9119,Informatics Engineering,1,1,1,5,5,1,1,0,30,15.5,2.8,Dropout
1,9238,Social Service,1,1,1,37,37,1,1,0,19,7.6,2.6,Graduate
1,9147,Management,1,1,1,34,34,1,1,0,22,9.4,-0.8,Dropout
1,9773,Journalism and Communication,1,1,1,19,37,1,1,0,19,15.5,2.8,Graduate
1,171,Animation and Multimedia Design,1,1,1,1,37,0,1,0,21,7.6,2.6,Dropout
1,9670,Advertising and Marketing Management,1,1,1,1,38,1,1,0,19,11.1,0.6,Graduate
1,9147,Management,1,1,1,1,19,1,1,0,22,16.2,0.3,Dropout
1,9238,Social Service,1,1,1,4,5,1,1,0,22,10.8,1.4,Graduate
1,9238,Social Service,1,1,1,1,1,1,1,0,19,9.4,-0.8,Graduate
1,9254,Tourism,1,39,1,1,1,0,1,0,26,16.2,0.3,Dropout
1,9119,Informatics Engineering,1,39,1,5,41,1,1,0,23,12.4,0.5,Enrolled
1,9070,Communication Design,1,1,1,19,19,1,1,0,18,16.2,0.3,Enrolled
1,9147,Management,1,1,1,37,37,1,1,1,22,15.5,2.8,Enrolled
1,9119,Informatics Engineering,1,1,1,3,2,1,1,0,19,12.4,0.5,Enrolled
1,9147,Management,1,1,1,1,19,1,1,0,20,11.1,0.6,Dropout
1,9070,Communication Design,1,1,1,37,37,1,1,1,22,7.6,2.6,Enrolled
1,9130,Equinculture,1,3,1,2,38,0,1,0,18,12.7,3.7,Dropout
4,9991,Management (evening attendance),0,38,1,3,1,1,1,0,39,10.8,1.4,Dropout
1,9500,Nursing,1,1,1,19,1,1,1,0,18,10.8,1.4,Dropout
1,9119,Informatics Engineering,1,1,1,1,38,1,1,1,18,8.9,1.4,Graduate
1,9238,Social Service,1,1,1,19,38,1,1,1,19,13.9,-0.3,Graduate
1,9500,Nursing,1,1,1,1,19,1,1,0,18,12.4,0.5,Graduate
1,9147,Management,1,1,1,34,19,1,1,1,18,7.6,2.6,Dropout
1,9130,Equinculture,1,39,1,37,37,1,1,0,22,10.8,1.4,Graduate
1,9238,Social Service,1,1,1,1,1,1,1,0,19,12.4,0.5,Graduate
1,9130,Equinculture,1,1,1,19,37,1,1,0,18,12.7,3.7,Dropout
1,9119,Informatics Engineering,1,19,1,1,1,0,1,0,31,16.2,0.3,Dropout
1,9991,Management (evening attendance),0,1,1,3,1,1,1,0,28,12.7,3.7,Dropout
1,9070,Communication Design,1,1,1,1,1,1,1,0,19,15.5,2.8,Dropout
1,9254,Tourism,1,1,1,1,1,1,1,0,20,16.2,0.3,Graduate
4,9238,Social Service,1,1,1,19,3,1,1,0,50,8.9,1.4,Dropout
1,9070,Communication Design,1,1,1,1,2,1,1,0,38,13.9,-0.3,Enrolled
2,9991,Management (evening attendance),0,1,1,37,37,1,1,0,31,9.4,-0.8,Dropout
1,9500,Nursing,1,1,1,1,37,1,1,0,27,7.6,2.6,Enrolled
1,9238,Social Service,1,1,1,1,3,1,1,0,21,12.7,3.7,Graduate
2,9119,Informatics Engineering,1,1,1,37,37,1,1,0,34,8.9,1.4,Dropout
1,9119,Informatics Engineering,1,1,1,2,37,1,1,0,19,7.6,2.6,Enrolled
2,9991,Management (evening attendance),0,1,1,37,37,0,1,0,40,9.4,-0.8,Dropout
1,171,Animation and Multimedia Design,1,1,1,38,19,1,1,1,18,12.7,3.7,Graduate
2,9070,Communication Design,1,12,1,37,38,0,1,1,46,15.5,2.8,Dropout
1,8014,Social Service (evening attendance),0,1,1,34,34,1,1,0,37,7.6,2.6,Dropout
1,9003,Agronomy,1,1,1,19,37,1,1,0,31,16.2,0.3,Dropout
1,9003,Agronomy,1,1,1,1,19,1,1,0,34,12.4,0.5,Graduate
1,171,Animation and Multimedia Design,1,1,1,10,10,1,1,1,18,9.4,-0.8,Dropout
1,9670,Advertising and Marketing Management,1,1,1,38,37,1,1,1,18,12.4,0.5,Graduate
1,9070,Communication Design,1,1,1,1,1,1,1,1,19,11.1,0.6,Graduate
1,9991,Management (evening attendance),0,1,1,37,19,1,1,0,40,15.5,2.8,Dropout
1,9130,Equinculture,1,1,1,1,38,1,1,0,25,12.4,0.5,Dropout
1,9119,Informatics Engineering,1,1,1,38,38,1,1,0,20,11.1,0.6,Dropout
1,9119,Informatics Engineering,1,1,1,19,19,1,1,0,20,11.1,0.6,Enrolled
1,9003,Agronomy,1,1,1,37,37,0,1,0,43,15.5,2.8,Dropout
1,9119,Informatics Engineering,1,1,1,37,19,1,1,0,18,7.6,2.6,Enrolled
1,9003,Agronomy,1,1,1,2,4,1,1,0,35,15.5,2.8,Graduate
1,9991,Management (evening attendance),0,1,1,37,19,1,1,0,23,7.6,2.6,Graduate
1,9500,Nursing,1,1,1,3,3,1,1,0,19,12.4,0.5,Graduate
1,9085,Veterinary Nursing,1,42,1,1,19,1,1,1,21,8.9,1.4,Graduate
1,9670,Advertising and Marketing Management,1,1,1,3,19,1,1,0,19,13.9,-0.3,Enrolled
1,9119,Informatics Engineering,1,1,1,1,1,1,1,0,20,12.4,0.5,Graduate
1,9670,Advertising and Marketing Management,1,1,1,19,19,1,1,1,30,12.4,0.5,Dropout
4,9254,Tourism,1,1,1,37,19,1,1,0,44,12.4,0.5,Graduate
1,9500,Nursing,1,1,1,19,3,1,1,0,19,12.7,3.7,Graduate
1,9130,Equinculture,1,39,1,2,1,1,1,0,22,16.2,0.3,Graduate
1,9130,Equinculture,1,1,1,3,3,1,1,0,18,7.6,2.6,Graduate
1,9670,Advertising and Marketing Management,1,1,1,37,37,1,1,1,21,12.7,3.7,Graduate
1,9085,Veterinary Nursing,1,1,1,37,19,1,1,0,18,7.6,2.6,Dropout
1,9670,Advertising and Marketing Management,1,1,1,3,1,1,1,0,18,11.1,0.6,Graduate
1,171,Animation and Multimedia Design,1,1,1,1,1,1,1,0,19,7.6,2.6,Graduate
1,9003,Agronomy,1,39,1,1,38,1,1,0,21,16.2,0.3,Dropout
1,9003,Agronomy,1,1,1,3,3,1,1,0,31,16.2,0.3,Graduate
1,9254,Tourism,1,1,1,1,1,1,1,0,21,9.4,-0.8,Dropout
1,9119,Informatics Engineering,1,1,1,19,19,1,1,0,24,8.9,1.4,Enrolled
1,9773,Journalism and Communication,1,1,1,19,6,1,1,0,27,9.4,-0.8,Dropout
1,9147,Management,1,1,1,19,19,1,1,0,20,12.4,0.5,Graduate
1,9119,Informatics Engineering,1,39,1,1,19,1,1,0,22,10.8,1.4,Enrolled
1,9003,Agronomy,1,1,1,19,19,1,1,1,19,15.5,2.8,Enrolled
1,9773,Journalism and Communication,1,1,1,1,1,1,1,0,19,8.9,1.4,Graduate
1,171,Animation and Multimedia Design,1,1,1,1,1,1,1,0,23,11.1,0.6,Enrolled
1,9130,Equinculture,1,1,1,12,12,1,1,0,18,12.4,0.5,Graduate
1,9773,Journalism and Communication,1,1,1,3,2,0,1,0,29,11.1,0.6,Enrolled
1,9130,Equinculture,1,1,1,1,19,1,1,0,29,10.8,1.4,Dropout
1,9003,Agronomy,1,1,1,1,1,1,1,0,20,16.2,0.3,Enrolled
1,171,Animation and Multimedia Design,1,1,1,19,3,1,1,1,19,9.4,-0.8,Graduate
1,171,Animation and Multimedia Design,1,1,1,3,39,1,1,0,22,10.8,1.4,Enrolled
1,9670,Advertising and Marketing Management,1,1,1,3,1,1,1,0,20,11.1,0.6,Enrolled
1,9130,Equinculture,1,1,1,19,19,1,1,0,24,9.4,-0.8,Enrolled
1,9670,Advertising and Marketing Management,1,1,1,37,37,0,1,0,21,12.7,3.7,Dropout
1,9147,Management,1,1,1,37,1,1,1,1,25,12.7,3.7,Graduate
1,9147,Management,1,1,1,37,37,0,1,0,32,9.4,-0.8,Dropout
1,9991,Management (evening attendance),0,1,1,3,4,0,1,0,26,7.6,2.6,Dropout
1,9130,Equinculture,1,1,1,2,37,1,1,1,18,12.4,0.5,Graduate
1,9254,Tourism,1,1,1,1,19,1,1,1,19,16.2,0.3,Graduate
1,9070,Communication Design,1,1,1,19,38,1,1,1,19,12.4,0.5,Graduate
1,9119,Informatics Engineering,1,40,1,1,1,1,1,0,27,11.1,0.6,Dropout
1,9003,Agronomy,1,1,1,19,1,1,1,0,21,8.9,1.4,Enrolled
1,9119,Informatics Engineering,1,1,1,19,1,1,1,0,20,13.9,-0.3,Enrolled
1,9070,Communication Design,1,39,1,19,38,1,1,0,21,12.4,0.5,Graduate
1,9773,Journalism and Communication,1,1,1,37,3,1,1,0,22,9.4,-0.8,Enrolled
1,171,Animation and Multimedia Design,1,1,1,1,38,0,1,0,19,12.7,3.7,Graduate
1,9147,Management,1,1,1,38,19,1,1,1,18,11.1,0.6,Dropout
1,9238,Social Service,1,1,1,19,1,1,1,0,28,13.9,-0.3,Dropout
2,9003,Agronomy,1,1,1,1,37,0,1,0,25,15.5,2.8,Dropout
1,9003,Agronomy,1,1,1,37,1,1,1,0,25,15.5,2.8,Dropout
1,9147,Management,1,1,1,38,19,1,1,0,18,8.9,1.4,Enrolled
1,9254,Tourism,1,1,1,4,19,1,1,0,26,10.8,1.4,Dropout
1,9147,Management,1,1,1,37,37,1,1,1,18,13.9,-0.3,Graduate
1,9773,Journalism and Communication,1,1,1,19,38,1,1,0,22,15.5,2.8,Enrolled
1,9003,Agronomy,1,1,1,1,3,1,1,0,25,16.2,0.3,Dropout
1,9773,Journalism and Communication,1,1,1,3,1,1,1,0,19,8.9,1.4,Enrolled
1,9773,Journalism and Communication,1,1,1,3,19,1,1,0,19,13.9,-0.3,Graduate
1,9500,Nursing,1,1,1,1,1,1,1,0,19,16.2,0.3,Graduate
4,8014,Social Service (evening attendance),0,19,1,1,37,1,1,0,45,10.8,1.4,Dropout
2,9991,Management (evening attendance),0,1,1,37,37,1,1,0,52,7.6,2.6,Graduate
1,9147,Management,1,1,1,19,19,0,1,0,20,9.4,-0.8,Dropout
1,9500,Nursing,1,1,1,38,37,1,1,0,19,10.8,1.4,Graduate
1,9500,Nursing,1,1,1,1,38,0,1,0,21,12.4,0.5,Dropout
2,8014,Social Service (evening attendance),0,1,1,37,37,0,1,0,35,9.4,-0.8,Graduate
2,171,Animation and Multimedia Design,1,12,1,37,37,1,1,0,36,7.6,2.6,Graduate
4,9500,Nursing,1,19,1,37,38,0,1,0,47,15.5,2.8,Dropout
1,9991,Management (evening attendance),0,1,1,43,40,1,1,0,22,8.9,1.4,Dropout
2,9991,Management (evening attendance),0,1,1,37,37,1,1,0,41,7.6,2.6,Dropout
1,9119,Informatics Engineering,1,3,1,34,34,1,1,0,26,10.8,1.4,Dropout
2,8014,Social Service (evening attendance),0,1,1,34,34,0,0,0,51,10.8,1.4,Dropout
2,9991,Management (evening attendance),0,1,1,37,37,1,0,0,43,9.4,-0.8,Enrolled
2,8014,Social Service (evening attendance),0,1,1,34,34,1,0,0,41,7.6,2.6,Graduate
1,9147,Management,1,1,1,34,37,1,1,0,23,7.6,2.6,Graduate
1,9238,Social Service,1,1,1,34,30,1,1,0,22,9.4,-0.8,Dropout
1,9070,Communication Design,1,1,1,37,37,1,1,1,25,12.7,3.7,Dropout
1,9991,Management (evening attendance),0,1,1,37,37,1,1,0,25,9.4,-0.8,Graduate
1,171,Animation and Multimedia Design,1,42,1,1,19,0,1,1,22,8.9,1.4,Graduate
1,9003,Agronomy,1,1,6,1,1,1,1,0,24,8.9,1.4,Enrolled
1,9085,Veterinary Nursing,1,2,1,38,38,1,1,0,47,16.2,0.3,Dropout
2,9991,Management (evening attendance),0,19,1,37,37,1,1,0,41,7.6,2.6,Dropout
1,9003,Agronomy,1,1,1,37,37,1,1,0,43,13.9,-0.3,Graduate
1,9003,Agronomy,1,1,1,1,37,1,1,0,29,16.2,0.3,Dropout
1,9119,Informatics Engineering,1,1,1,37,37,1,1,0,30,7.6,2.6,Dropout
1,9147,Management,1,38,1,19,38,0,1,0,26,12.7,3.7,Dropout
1,9991,Management (evening attendance),0,1,1,19,38,0,1,0,27,15.5,2.8,Dropout
2,9670,Advertising and Marketing Management,1,1,1,37,37,1,1,1,36,9.4,-0.8,Graduate
1,9003,Agronomy,1,19,1,1,19,1,1,0,29,15.5,2.8,Dropout
1,9119,Informatics Engineering,1,1,1,34,34,1,1,0,35,9.4,-0.8,Dropout
1,9773,Journalism and Communication,1,1,1,38,38,1,1,1,18,10.8,1.4,Graduate
1,9991,Management (evening attendance),0,1,1,38,37,1,1,1,24,8.9,1.4,Graduate
1,9773,Journalism and Communication,1,1,1,38,38,1,1,1,18,10.8,1.4,Dropout
1,9119,Informatics Engineering,1,1,1,38,37,1,1,0,18,7.6,2.6,Enrolled
2,9085,Veterinary Nursing,1,1,1,37,37,1,1,0,21,9.4,-0.8,Enrolled
1,9119,Informatics Engineering,1,1,1,38,37,1,1,0,21,9.4,-0.8,Graduate
1,9003,Agronomy,1,1,1,1,3,1,1,0,32,15.5,2.8,Graduate
1,9119,Informatics Engineering,1,1,1,37,37,1,1,1,22,11.1,0.6,Dropout
1,9003,Agronomy,1,3,1,1,38,0,1,0,32,15.5,2.8,Dropout
1,9670,Advertising and Marketing Management,1,6,1,34,34,1,1,0,35,9.4,-0.8,Dropout
1,9147,Management,1,1,1,1,38,0,1,0,23,8.9,1.4,Dropout
1,8014,Social Service (evening attendance),0,1,1,37,37,1,1,0,39,7.6,2.6,Enrolled
2,9670,Advertising and Marketing Management,1,1,1,34,34,1,1,0,35,9.4,-0.8,Dropout
2,9003,Agronomy,1,3,1,3,19,1,1,0,32,16.2,0.3,Graduate
1,9853,Basic Education,1,1,1,34,34,1,1,0,20,7.6,2.6,Dropout
1,9500,Nursing,1,1,1,37,37,1,1,0,34,16.2,0.3,Enrolled
1,9991,Management (evening attendance),0,40,1,37,37,1,1,0,44,8.9,1.4,Dropout
2,9254,Tourism,1,19,1,37,19,1,1,0,53,16.2,0.3,Graduate
1,9119,Informatics Engineering,1,19,1,37,37,0,1,0,28,12.4,0.5,Dropout
1,9991,Management (evening attendance),0,3,1,37,37,1,1,0,31,12.7,3.7,Dropout
1,171,Animation and Multimedia Design,1,1,1,1,38,0,1,0,18,9.4,-0.8,Enrolled
1,9003,Agronomy,1,1,1,1,3,0,1,0,44,15.5,2.8,Dropout
1,9085,Veterinary Nursing,1,1,1,1,1,1,1,0,19,12.7,3.7,Graduate
1,171,Animation and Multimedia Design,1,1,26,1,1,1,1,0,21,8.9,1.4,Enrolled
1,9119,Informatics Engineering,1,1,1,3,19,1,1,1,18,9.4,-0.8,Dropout
1,9003,Agronomy,1,39,1,19,19,1,1,0,20,16.2,0.3,Graduate
1,9070,Communication Design,1,1,1,37,37,1,1,0,55,11.1,0.6,Graduate
1,9147,Management,1,1,1,19,37,1,1,0,27,7.6,2.6,Enrolled
1,9119,Informatics Engineering,1,1,1,12,19,1,1,0,19,12.4,0.5,Dropout
1,9147,Management,1,1,1,19,37,1,1,0,18,12.4,0.5,Graduate
2,9773,Journalism and Communication,1,1,1,37,37,1,1,0,43,15.5,2.8,Dropout
1,9254,Tourism,1,1,1,19,19,1,1,0,18,13.9,-0.3,Dropout
1,171,Animation and Multimedia Design,1,1,1,3,3,1,1,0,18,9.4,-0.8,Dropout
1,9254,Tourism,1,1,1,37,38,1,1,1,20,8.9,1.4,Dropout
2,9991,Management (evening attendance),0,1,1,37,19,0,1,0,29,10.8,1.4,Dropout
1,9130,Equinculture,1,19,1,37,37,1,1,0,44,13.9,-0.3,Dropout
1,9119,Informatics Engineering,1,1,1,37,37,1,1,0,18,10.8,1.4,Enrolled
1,9003,Agronomy,1,39,1,37,37,1,1,1,20,15.5,2.8,Enrolled
1,9070,Communication Design,1,1,1,38,37,1,1,0,20,12.4,0.5,Dropout
2,9147,Management,1,1,1,37,37,1,1,0,36,10.8,1.4,Dropout
1,9130,Equinculture,1,39,1,5,1,1,1,0,19,13.9,-0.3,Enrolled
2,9085,Veterinary Nursing,1,19,1,37,37,0,1,0,29,12.7,3.7,Dropout
1,9670,Advertising and Marketing Management,1,1,1,1,1,1,1,0,18,10.8,1.4,Dropout
1,9003,Agronomy,1,1,1,1,1,0,1,0,24,13.9,-0.3,Dropout
1,9773,Journalism and Communication,1,1,1,3,19,1,1,0,20,15.5,2.8,Graduate
2,8014,Social Service (evening attendance),0,19,1,19,37,0,1,0,45,16.2,0.3,Dropout
1,9500,Nursing,1,1,1,38,37,1,1,1,28,7.6,2.6,Graduate
1,9254,Tourism,1,1,1,19,38,1,1,0,23,7.6,2.6,Enrolled
1,9500,Nursing,1,1,1,1,19,1,1,0,18,12.4,0.5,Graduate
1,9147,Management,1,1,1,19,19,1,1,0,23,9.4,-0.8,Dropout
1,171,Animation and Multimedia Design,1,1,1,3,3,1,1,0,22,7.6,2.6,Enrolled
1,9070,Communication Design,1,1,1,19,19,1,1,1,22,12.4,0.5,Graduate
1,9991,Management (evening attendance),0,12,1,37,38,1,1,0,33,10.8,1.4,Graduate
1,9003,Agronomy,1,42,1,1,38,1,1,0,21,8.9,1.4,Graduate
2,9147,Management,1,1,1,37,37,1,1,0,45,15.5,2.8,Graduate
2,9003,Agronomy,1,1,1,37,37,0,1,0,44,15.5,2.8,Dropout
4,9670,Advertising and Marketing Management,1,1,1,19,19,1,1,0,42,12.7,3.7,Dropout
1,9147,Management,1,1,1,19,1,1,1,0,20,12.4,0.5,Dropout
1,9147,Management,1,1,1,19,38,1,1,0,20,9.4,-0.8,Enrolled
1,9254,Tourism,1,1,1,1,38,1,1,1,20,8.9,1.4,Graduate
1,9773,Journalism and Communication,1,1,1,1,1,1,1,0,20,9.4,-0.8,Enrolled
1,9147,Management,1,1,1,1,1,1,1,0,19,8.9,1.4,Enrolled
1,8014,Social Service (evening attendance),0,1,1,1,1,0,1,0,26,12.4,0.5,Dropout
2,9003,Agronomy,1,1,1,37,37,1,1,0,31,13.9,-0.3,Graduate
1,9773,Journalism and Communication,1,1,1,1,19,1,1,1,19,16.2,0.3,Graduate
1,9773,Journalism and Communication,1,19,1,37,37,1,1,0,28,7.6,2.6,Graduate
1,171,Animation and Multimedia Design,1,1,1,19,37,1,1,1,20,10.8,1.4,Graduate
2,8014,Social Service (evening attendance),0,1,1,37,1,1,0,0,43,9.4,-0.8,Graduate
1,171,Animation and Multimedia Design,1,19,101,1,19,1,1,1,25,15.5,2.8,Dropout
1,9238,Social Service,1,19,1,37,37,1,0,0,40,16.2,0.3,Dropout
1,9085,Veterinary Nursing,1,39,6,5,4,1,0,0,20,12.4,0.5,Graduate
2,8014,Social Service (evening attendance),0,12,1,37,37,1,0,0,46,11.1,0.6,Graduate
1,33,Biofuel Production Technologies,1,1,1,19,37,1,0,0,26,8.9,1.4,Graduate
2,9500,Nursing,1,1,1,3,1,1,0,1,34,12.4,0.5,Graduate
1,9853,Basic Education,1,1,1,38,37,1,0,0,19,10.8,1.4,Dropout
1,9500,Nursing,1,1,1,19,19,1,0,1,18,12.7,3.7,Graduate
1,9556,Oral Hygiene,1,1,1,19,19,1,0,0,18,12.7,3.7,Graduate
1,8014,Social Service (evening attendance),0,1,1,38,37,1,1,1,37,13.9,-0.3,Graduate
1,171,Animation and Multimedia Design,1,1,1,19,38,1,1,1,23,9.4,-0.8,Graduate
1,9070,Communication Design,1,1,1,19,38,1,1,0,26,15.5,2.8,Graduate
1,9773,Journalism and Communication,1,1,22,19,38,0,0,0,18,10.8,1.4,Dropout
1,9500,Nursing,1,1,108,3,2,1,0,0,18,12.4,0.5,Enrolled
1,9500,Nursing,1,1,1,3,3,1,0,0,19,11.1,0.6,Graduate
1,9085,Veterinary Nursing,1,1,22,19,1,1,0,0,18,12.4,0.5,Graduate
1,9670,Advertising and Marketing Management,1,1,1,1,3,1,0,0,19,8.9,1.4,Dropout
1,9119,Informatics Engineering,1,1,62,1,1,1,1,0,20,8.9,1.4,Enrolled
1,9070,Communication Design,1,1,1,1,1,1,0,1,22,9.4,-0.8,Graduate
1,9500,Nursing,1,1,1,19,1,1,0,1,18,12.7,3.7,Graduate
1,9254,Tourism,1,1,1,19,39,1,0,1,18,13.9,-0.3,Graduate
1,9773,Journalism and Communication,1,1,1,38,38,1,0,1,18,8.9,1.4,Graduate
1,9254,Tourism,1,1,1,38,37,1,0,1,18,12.4,0.5,Graduate
1,9254,Tourism,1,1,1,4,3,1,0,0,18,8.9,1.4,Graduate
1,9500,Nursing,1,1,1,1,19,1,0,1,19,11.1,0.6,Graduate
1,9853,Basic Education,1,1,1,19,1,1,0,0,20,15.5,2.8,Dropout
1,9238,Social Service,1,1,1,1,19,1,0,1,19,15.5,2.8,Dropout
1,9085,Veterinary Nursing,1,1,1,3,1,1,0,0,18,15.5,2.8,Graduate
1,9070,Communication Design,1,1,1,1,1,1,0,1,18,12.4,0.5,Dropout
1,9500,Nursing,1,1,1,19,19,1,0,1,18,11.1,0.6,Graduate
1,9773,Journalism and Communication,1,1,1,3,38,1,0,0,18,12.4,0.5,Graduate
1,9147,Management,1,1,1,19,38,1,0,1,18,10.8,1.4,Graduate
1,9773,Journalism and Communication,1,1,1,1,1,1,0,0,18,16.2,0.3,Graduate
1,9003,Agronomy,1,39,1,37,38,1,0,1,20,16.2,0.3,Graduate
1,9238,Social Service,1,1,1,38,37,1,0,1,19,9.4,-0.8,Graduate
1,9130,Equinculture,1,1,1,2,19,1,0,1,18,8.9,1.4,Enrolled
1,9238,Social Service,1,1,1,38,38,1,0,1,19,12.4,0.5,Graduate
1,9853,Basic Education,1,1,1,3,1,1,0,0,19,12.7,3.7,Enrolled
1,9130,Equinculture,1,1,41,3,4,1,0,0,19,9.4,-0.8,Enrolled
1,9670,Advertising and Marketing Management,1,1,1,19,19,1,0,0,19,12.4,0.5,Graduate
1,9670,Advertising and Marketing Management,1,1,26,42,1,1,0,0,20,8.9,1.4,Graduate
1,9130,Equinculture,1,1,1,38,19,1,0,1,18,10.8,1.4,Graduate
1,9147,Management,1,3,1,1,39,1,0,0,33,12.4,0.5,Dropout
